          1	        145	          0	      0.003	
          2	        145	  0.0230556	      0.002	
          8	        145	  0.0241667	      0.004	
         10	        145	  0.0263889	      0.001	
         11	        145	     0.0275	      0.002	
         20	        145	   0.881389	     -0.003	
         22	        145	   0.882778	     -0.002	
         24	        145	   0.883889	     -0.003	
         25	        145	   0.886111	     -0.003	
         26	        145	   0.887222	     -0.001	
         33	        145	     1.9325	      0.006	
         37	        145	    1.93056	     -0.126	
         38	        145	    1.93167	      0.008	
         39	        145	    1.93361	      0.002	
         40	        145	    1.93583	     -0.112	
         50	        145	    4.33028	      0.082	
         52	        145	    2.86778	      0.026	
         53	        145	    2.86861	      0.028	
         54	        145	    2.86972	      0.025	
         55	        145	    2.87111	      0.024	
         56	        145	    2.87361	      0.023	
         57	        145	    2.87444	      0.025	
         64	        145	    4.33167	      0.083	
         66	        145	    4.33278	      0.084	
         67	        145	    4.33472	      0.084	
         68	        145	    4.33583	      0.084	
         81	        145	    4.95306	      0.106	
         84	        145	    4.95194	      0.092	
         85	        145	    4.95417	      0.106	
         86	        145	    4.95528	      0.102	
         88	        145	     4.9575	      0.103	
         96	        145	    5.45306	      0.118	
        103	        145	    5.45417	      0.124	
        104	        145	    5.45528	      0.119	
        105	        145	    5.45639	      0.124	
        106	        145	    5.45778	      0.122	
        114	        145	    6.04889	      0.136	
        117	        145	    6.04278	      0.135	
        118	        145	      6.045	      0.138	
        119	        145	    6.04611	      0.138	
        120	        145	     6.0475	      0.132	
        132	        145	    6.49722	      0.144	
        133	        145	    6.49972	      0.143	
        134	        145	    6.50083	      0.139	
        135	        145	     6.5025	      0.142	
        136	        145	    6.50361	      0.142	
        147	        145	    6.85528	      0.145	
        148	        145	    6.85639	      0.145	
        149	        145	     6.8575	      0.148	
        150	        145	    6.85917	      0.147	
        151	        145	    6.86028	      0.148	
        177	        145	    8.10806	      0.175	
        178	        145	    8.10944	      0.175	
        179	        145	    8.11083	      0.177	
        180	        145	    8.11222	      0.172	
        181	        145	    8.11444	      0.176	
        184	        145	    8.46889	       0.17	
        192	        145	    8.46611	      0.169	
        193	        145	     8.4675	      0.173	
        194	        145	    8.47028	      0.172	
        196	        145	    8.47139	      0.166	
        207	        145	    9.01056	      0.183	
        208	        145	    9.01194	      0.178	
        209	        145	    9.01306	      0.179	
        210	        145	    9.01472	      0.185	
        211	        145	    9.01583	      0.188	
        233	        145	    10.0133	      0.201	
        234	        145	    10.0147	      0.204	
        235	        145	    10.0158	      0.199	
        236	        145	    10.0172	      0.199	
        237	        145	    10.0186	      0.199	
        248	        145	    10.3942	      0.203	
        249	        145	    10.3956	      0.198	
        250	        145	    10.3969	      0.198	
        251	        145	       10.4	      0.207	
        252	        145	    10.4014	      0.202	
        264	        145	    11.0908	       0.21	
        265	        145	    11.0931	       0.21	
        266	        145	    11.0942	      0.213	
        267	        145	    11.0956	      0.208	
        268	        145	    11.0983	      0.215	
        274	        145	    11.8383	      0.205	
        275	        145	    11.8397	      0.208	
        276	        145	    11.8439	      0.214	
        277	        145	    11.8453	      0.213	
        278	        145	    11.8464	      0.217	
        295	        145	    12.8892	      0.212	
        296	        145	    12.8903	      0.212	
        297	        145	    12.8933	      0.215	
        298	        145	    12.8953	      0.216	
        299	        145	    12.8967	      0.209	
        308	        145	    13.9831	      0.228	
        310	        145	      13.98	      0.224	
        311	        145	    13.9847	      0.224	
        313	        145	    13.9867	      0.226	
        314	        145	    13.9881	      0.216	
        326	        145	    14.8519	      0.229	
        327	        145	    14.8536	      0.225	
        328	        145	    14.8547	      0.231	
        329	        145	    14.8564	      0.233	
        330	        145	    14.8583	      0.231	
        340	        145	    15.7597	      0.236	
        341	        145	    15.7614	      0.238	
        342	        145	    15.7628	      0.243	
        343	        145	    15.7644	      0.243	
        344	        145	    15.7658	       0.24	
